column_name,data_type,ordinal_position
_dbt_source_relation,STRING,1
id,INT64,2
utc_created_at,TIMESTAMP,3
utc_updated_at,TIMESTAMP,4
page_id,INT64,5
type,STRING,6
user_id,INT64,7
action_id,INT64,8
referring_share_id,INT64,9
generation,INT64,10
source,STRING,11
source_schema,STRING,12
source_table,STRING,13
vendor,STRING,14
vendor_unique_share_link_id,STRING,15
data_owner_id,INT64,16
data_owner_code,STRING,17
