column_name,data_type,ordinal_position
_dbt_source_relation,STRING,1
id,INT64,2
password,STRING,3
last_login,DATETIME,4
is_superuser,BOOL,5
username,STRING,6
first_name,STRING,7
last_name,STRING,8
email,STRING,9
is_staff,BOOL,10
is_active,BOOL,11
date_joined,DATETIME,12
source_schema,STRING,13
source_table,STRING,14
vendor,STRING,15
vendor_unique_auth_user_id,STRING,16
data_owner_id,INT64,17
data_owner_code,STRING,18
