column_name,data_type,ordinal_position
_dbt_source_relation,STRING,1
id,INT64,2
utc_created_at,TIMESTAMP,3
utc_updated_at,TIMESTAMP,4
order_id,INT64,5
product_id,INT64,6
quantity,INT64,7
amount,NUMERIC,8
amount_converted,NUMERIC,9
candidate_id,INT64,10
currency,STRING,11
status,STRING,12
source_schema,STRING,13
source_table,STRING,14
vendor,STRING,15
vendor_unique_order_detail_id,STRING,16
data_owner_id,INT64,17
data_owner_code,STRING,18
