column_name,data_type,ordinal_position
_dbt_source_relation,STRING,1
id,INT64,2
parent_id,INT64,3
name,STRING,4
value,STRING,5
source_schema,STRING,6
source_table,STRING,7
vendor,STRING,8
vendor_unique_events_eventfield_id,STRING,9
data_owner_id,INT64,10
data_owner_code,STRING,11
