column_name,data_type,ordinal_position
_dbt_source_relation,STRING,1
id,INT64,2
utc_created_at,TIMESTAMP,3
utc_updated_at,TIMESTAMP,4
dry_run,INT64,5
engaged,INT64,6
unengaged,INT64,7
added,INT64,8
removed,INT64,9
unsubscribed,INT64,10
source_schema,STRING,11
source_table,STRING,12
vendor,STRING,13
vendor_unique_reengagementlog_id,STRING,14
data_owner_id,INT64,15
data_owner_code,STRING,16
