column_name,data_type,ordinal_position
_dbt_source_relation,STRING,1
action_ptr_id,INT64,2
signup_id,INT64,3
source_schema,STRING,4
source_table,STRING,5
vendor,STRING,6
vendor_unique_eventsignupaction_id,STRING,7
data_owner_id,INT64,8
data_owner_code,STRING,9
