table_name,column_name,data_type,ordinal_position
cln_actionkit__core_order,source_schema,STRING,17
cln_actionkit__core_order,source_table,STRING,18
cln_actionkit__core_order,vendor,STRING,19
cln_actionkit__core_order,vendor_unique_order_id,STRING,20
cln_actionkit__core_order,data_owner_id,INT64,21
cln_actionkit__core_order,data_owner_code,STRING,22
cln_actionkit__core_order_detail,_dbt_source_relation,STRING,1
cln_actionkit__core_order_detail,id,INT64,2
cln_actionkit__core_order_detail,utc_created_at,TIMESTAMP,3
cln_actionkit__core_order_detail,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_order_detail,order_id,INT64,5
cln_actionkit__core_order_detail,product_id,INT64,6
cln_actionkit__core_order_detail,quantity,INT64,7
cln_actionkit__core_order_detail,amount,NUMERIC,8
cln_actionkit__core_order_detail,amount_converted,NUMERIC,9
cln_actionkit__core_order_detail,candidate_id,INT64,10
cln_actionkit__core_order_detail,currency,STRING,11
cln_actionkit__core_order_detail,status,STRING,12
cln_actionkit__core_order_detail,source_schema,STRING,13
cln_actionkit__core_order_detail,source_table,STRING,14
cln_actionkit__core_order_detail,vendor,STRING,15
cln_actionkit__core_order_detail,vendor_unique_order_detail_id,STRING,16
cln_actionkit__core_order_detail,data_owner_id,INT64,17
cln_actionkit__core_order_detail,data_owner_code,STRING,18
cln_actionkit__core_orderrecurring,_dbt_source_relation,STRING,1
cln_actionkit__core_orderrecurring,id,INT64,2
cln_actionkit__core_orderrecurring,utc_created_at,TIMESTAMP,3
cln_actionkit__core_orderrecurring,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_orderrecurring,order_id,INT64,5
cln_actionkit__core_orderrecurring,action_id,INT64,6
cln_actionkit__core_orderrecurring,exp_date,STRING,7
cln_actionkit__core_orderrecurring,card_num,STRING,8
cln_actionkit__core_orderrecurring,recurring_id,STRING,9
cln_actionkit__core_orderrecurring,account,STRING,10
cln_actionkit__core_orderrecurring,user_id,INT64,11
cln_actionkit__core_orderrecurring,start,DATE,12
cln_actionkit__core_orderrecurring,period,STRING,13
cln_actionkit__core_orderrecurring,amount,NUMERIC,14
cln_actionkit__core_orderrecurring,currency,STRING,15
cln_actionkit__core_orderrecurring,amount_converted,NUMERIC,16
cln_actionkit__core_orderrecurring,status,STRING,17
cln_actionkit__core_orderrecurring,source_schema,STRING,18
cln_actionkit__core_orderrecurring,source_table,STRING,19
cln_actionkit__core_orderrecurring,vendor,STRING,20
cln_actionkit__core_orderrecurring,vendor_unique_orderrecurring_id,STRING,21
cln_actionkit__core_orderrecurring,data_owner_id,INT64,22
cln_actionkit__core_orderrecurring,data_owner_code,STRING,23
cln_actionkit__core_page,_dbt_source_relation,STRING,1
cln_actionkit__core_page,id,INT64,2
cln_actionkit__core_page,utc_created_at,TIMESTAMP,3
cln_actionkit__core_page,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_page,hidden,BOOL,5
cln_actionkit__core_page,title,STRING,6
cln_actionkit__core_page,name,STRING,7
cln_actionkit__core_page,notes,STRING,8
cln_actionkit__core_page,hosted_with_id,INT64,9
cln_actionkit__core_page,url,STRING,10
cln_actionkit__core_page,type,STRING,11
cln_actionkit__core_page,lang_id,INT64,12
cln_actionkit__core_page,multilingual_campaign_id,INT64,13
cln_actionkit__core_page,goal,INT64,14
cln_actionkit__core_page,goal_type,STRING,15
cln_actionkit__core_page,status,STRING,16
cln_actionkit__core_page,list_id,INT64,17
cln_actionkit__core_page,allow_multiple_responses,BOOL,18
cln_actionkit__core_page,real_actions,BOOL,19
cln_actionkit__core_page,recognize,STRING,20
cln_actionkit__core_page,never_spam_check,BOOL,21
cln_actionkit__core_page,source_schema,STRING,22
cln_actionkit__core_page,source_table,STRING,23
cln_actionkit__core_page,vendor,STRING,24
cln_actionkit__core_page,vendor_unique_page_id,STRING,25
cln_actionkit__core_page,data_owner_id,INT64,26
cln_actionkit__core_page,data_owner_code,STRING,27
cln_actionkit__core_page_tags,_dbt_source_relation,STRING,1
cln_actionkit__core_page_tags,id,INT64,2
cln_actionkit__core_page_tags,page_id,INT64,3
cln_actionkit__core_page_tags,tag_id,INT64,4
cln_actionkit__core_page_tags,source_schema,STRING,5
cln_actionkit__core_page_tags,source_table,STRING,6
cln_actionkit__core_page_tags,vendor,STRING,7
cln_actionkit__core_page_tags,vendor_unique_page_tag_id,STRING,8
cln_actionkit__core_page_tags,data_owner_id,INT64,9
cln_actionkit__core_page_tags,data_owner_code,STRING,10
cln_actionkit__core_petitionaction,_dbt_source_relation,STRING,1
cln_actionkit__core_petitionaction,action_ptr_id,INT64,2
cln_actionkit__core_petitionaction,source_schema,STRING,3
cln_actionkit__core_petitionaction,source_table,STRING,4
cln_actionkit__core_petitionaction,vendor,STRING,5
cln_actionkit__core_petitionaction,vendor_unique_petitionaction_id,STRING,6
cln_actionkit__core_petitionaction,data_owner_id,INT64,7
cln_actionkit__core_petitionaction,data_owner_code,STRING,8
cln_actionkit__core_phone,_dbt_source_relation,STRING,1
cln_actionkit__core_phone,phone_id,INT64,2
cln_actionkit__core_phone,utc_created_at,TIMESTAMP,3
cln_actionkit__core_phone,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_phone,vendor_unique_user_id,STRING,5
cln_actionkit__core_phone,user_id,INT64,6
cln_actionkit__core_phone,raw_phone_type,STRING,7
cln_actionkit__core_phone,phone_type,STRING,8
cln_actionkit__core_phone,raw_phone_number,STRING,9
cln_actionkit__core_phone,phone_number,STRING,10
cln_actionkit__core_phone,phone_source,STRING,11
cln_actionkit__core_phone,normalized_phone_number,STRING,12
cln_actionkit__core_phone,source_schema,STRING,13
cln_actionkit__core_phone,source_table,STRING,14
cln_actionkit__core_phone,vendor,STRING,15
cln_actionkit__core_phone,vendor_unique_phone_id,STRING,16
cln_actionkit__core_phone,data_owner_id,INT64,17
cln_actionkit__core_phone,data_owner_code,STRING,18
cln_actionkit__core_reengagementlog,_dbt_source_relation,STRING,1
cln_actionkit__core_reengagementlog,id,INT64,2
cln_actionkit__core_reengagementlog,utc_created_at,TIMESTAMP,3
cln_actionkit__core_reengagementlog,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_reengagementlog,dry_run,INT64,5
cln_actionkit__core_reengagementlog,engaged,INT64,6
cln_actionkit__core_reengagementlog,unengaged,INT64,7
cln_actionkit__core_reengagementlog,added,INT64,8
cln_actionkit__core_reengagementlog,removed,INT64,9
cln_actionkit__core_reengagementlog,unsubscribed,INT64,10
cln_actionkit__core_reengagementlog,source_schema,STRING,11
cln_actionkit__core_reengagementlog,source_table,STRING,12
cln_actionkit__core_reengagementlog,vendor,STRING,13
cln_actionkit__core_reengagementlog,vendor_unique_reengagementlog_id,STRING,14
cln_actionkit__core_reengagementlog,data_owner_id,INT64,15
cln_actionkit__core_reengagementlog,data_owner_code,STRING,16
cln_actionkit__core_signupaction,_dbt_source_relation,STRING,1
cln_actionkit__core_signupaction,action_ptr_id,INT64,2
cln_actionkit__core_signupaction,source_schema,STRING,3
cln_actionkit__core_signupaction,source_table,STRING,4
cln_actionkit__core_signupaction,vendor,STRING,5
cln_actionkit__core_signupaction,vendor_unique_signupaction_id,STRING,6
cln_actionkit__core_signupaction,data_owner_id,INT64,7
cln_actionkit__core_signupaction,data_owner_code,STRING,8
cln_actionkit__core_subscription,_dbt_source_relation,STRING,1
cln_actionkit__core_subscription,id,INT64,2
cln_actionkit__core_subscription,utc_created_at,TIMESTAMP,3
cln_actionkit__core_subscription,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_subscription,user_id,INT64,5
cln_actionkit__core_subscription,list_id,INT64,6
cln_actionkit__core_subscription,source_schema,STRING,7
cln_actionkit__core_subscription,source_table,STRING,8
cln_actionkit__core_subscription,vendor,STRING,9
cln_actionkit__core_subscription,vendor_unique_subscription_id,STRING,10
cln_actionkit__core_subscription,data_owner_id,INT64,11
cln_actionkit__core_subscription,data_owner_code,STRING,12
cln_actionkit__core_subscriptionchangetype,_dbt_source_relation,STRING,1
cln_actionkit__core_subscriptionchangetype,id,INT64,2
cln_actionkit__core_subscriptionchangetype,utc_created_at,TIMESTAMP,3
cln_actionkit__core_subscriptionchangetype,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_subscriptionchangetype,name,STRING,5
cln_actionkit__core_subscriptionchangetype,description,STRING,6
cln_actionkit__core_subscriptionchangetype,subscribed,BOOL,7
cln_actionkit__core_subscriptionchangetype,source_schema,STRING,8
cln_actionkit__core_subscriptionchangetype,source_table,STRING,9
cln_actionkit__core_subscriptionchangetype,vendor,STRING,10
cln_actionkit__core_subscriptionchangetype,vendor_unique_subscriptionchangetype_id,STRING,11
cln_actionkit__core_subscriptionchangetype,data_owner_id,INT64,12
cln_actionkit__core_subscriptionchangetype,data_owner_code,STRING,13
cln_actionkit__core_subscriptionhistory,_dbt_source_relation,STRING,1
cln_actionkit__core_subscriptionhistory,id,INT64,2
cln_actionkit__core_subscriptionhistory,utc_created_at,TIMESTAMP,3
cln_actionkit__core_subscriptionhistory,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_subscriptionhistory,user_id,INT64,5
cln_actionkit__core_subscriptionhistory,list_id,INT64,6
cln_actionkit__core_subscriptionhistory,change_id,INT64,7
cln_actionkit__core_subscriptionhistory,action_id,INT64,8
cln_actionkit__core_subscriptionhistory,source_schema,STRING,9
cln_actionkit__core_subscriptionhistory,source_table,STRING,10
cln_actionkit__core_subscriptionhistory,vendor,STRING,11
cln_actionkit__core_subscriptionhistory,vendor_unique_subscriptionhistory_id,STRING,12
cln_actionkit__core_subscriptionhistory,data_owner_id,INT64,13
cln_actionkit__core_subscriptionhistory,data_owner_code,STRING,14
cln_actionkit__core_surveyaction,_dbt_source_relation,STRING,1
cln_actionkit__core_surveyaction,action_ptr_id,INT64,2
cln_actionkit__core_surveyaction,source_schema,STRING,3
cln_actionkit__core_surveyaction,source_table,STRING,4
cln_actionkit__core_surveyaction,vendor,STRING,5
cln_actionkit__core_surveyaction,vendor_unique_surveyaction_id,STRING,6
cln_actionkit__core_surveyaction,data_owner_id,INT64,7
cln_actionkit__core_surveyaction,data_owner_code,STRING,8
cln_actionkit__core_tag,_dbt_source_relation,STRING,1
cln_actionkit__core_tag,id,INT64,2
cln_actionkit__core_tag,utc_created_at,TIMESTAMP,3
cln_actionkit__core_tag,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_tag,hidden,BOOL,5
cln_actionkit__core_tag,order_index,INT64,6
cln_actionkit__core_tag,name,STRING,7
cln_actionkit__core_tag,times_used,INT64,8
cln_actionkit__core_tag,source_schema,STRING,9
cln_actionkit__core_tag,source_table,STRING,10
cln_actionkit__core_tag,vendor,STRING,11
cln_actionkit__core_tag,vendor_unique_tag_id,STRING,12
cln_actionkit__core_tag,data_owner_id,INT64,13
cln_actionkit__core_tag,data_owner_code,STRING,14
cln_actionkit__core_target,_dbt_source_relation,STRING,1
cln_actionkit__core_target,id,INT64,2
cln_actionkit__core_target,utc_created_at,TIMESTAMP,3
cln_actionkit__core_target,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_target,type,STRING,5
cln_actionkit__core_target,seat,STRING,6
cln_actionkit__core_target,country,STRING,7
cln_actionkit__core_target,state,STRING,8
cln_actionkit__core_target,us_district,STRING,9
cln_actionkit__core_target,title,STRING,10
cln_actionkit__core_target,long_title,STRING,11
cln_actionkit__core_target,first,STRING,12
cln_actionkit__core_target,last,STRING,13
cln_actionkit__core_target,official_full,STRING,14
cln_actionkit__core_target,nickname,STRING,15
cln_actionkit__core_target,phone,STRING,16
cln_actionkit__core_target,fax,STRING,17
cln_actionkit__core_target,email,STRING,18
cln_actionkit__core_target,gender,STRING,19
cln_actionkit__core_target,party,STRING,20
cln_actionkit__core_target,hidden,BOOL,21
cln_actionkit__core_target,district_name,STRING,22
cln_actionkit__core_target,city,STRING,23
cln_actionkit__core_target,region,STRING,24
cln_actionkit__core_target,county,STRING,25
cln_actionkit__core_target,twitter,STRING,26
cln_actionkit__core_target,twitter_id,STRING,27
cln_actionkit__core_target,facebook,STRING,28
cln_actionkit__core_target,facebook_id,STRING,29
cln_actionkit__core_target,youtube,STRING,30
cln_actionkit__core_target,youtube_id,STRING,31
cln_actionkit__core_target,instagram,STRING,32
cln_actionkit__core_target,instagram_id,STRING,33
cln_actionkit__core_target,source_schema,STRING,34
cln_actionkit__core_target,source_table,STRING,35
cln_actionkit__core_target,vendor,STRING,36
cln_actionkit__core_target,vendor_unique_target_id,STRING,37
cln_actionkit__core_target,data_owner_id,INT64,38
cln_actionkit__core_target,data_owner_code,STRING,39
cln_actionkit__core_targetoffice,_dbt_source_relation,STRING,1
cln_actionkit__core_targetoffice,id,INT64,2
cln_actionkit__core_targetoffice,utc_created_at,TIMESTAMP,3
cln_actionkit__core_targetoffice,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_targetoffice,target_id,INT64,5
cln_actionkit__core_targetoffice,type,STRING,6
cln_actionkit__core_targetoffice,address1,STRING,7
cln_actionkit__core_targetoffice,address2,STRING,8
cln_actionkit__core_targetoffice,name,STRING,9
cln_actionkit__core_targetoffice,city,STRING,10
cln_actionkit__core_targetoffice,state,STRING,11
cln_actionkit__core_targetoffice,zip,STRING,12
cln_actionkit__core_targetoffice,phone,STRING,13
cln_actionkit__core_targetoffice,fax,STRING,14
cln_actionkit__core_targetoffice,is_current,BOOL,15
cln_actionkit__core_targetoffice,source_schema,STRING,16
cln_actionkit__core_targetoffice,source_table,STRING,17
cln_actionkit__core_targetoffice,vendor,STRING,18
cln_actionkit__core_targetoffice,vendor_unique_targetoffice_id,STRING,19
cln_actionkit__core_targetoffice,data_owner_id,INT64,20
cln_actionkit__core_targetoffice,data_owner_code,STRING,21
cln_actionkit__core_transaction,_dbt_source_relation,STRING,1
cln_actionkit__core_transaction,id,INT64,2
cln_actionkit__core_transaction,utc_created_at,TIMESTAMP,3
cln_actionkit__core_transaction,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_transaction,type,STRING,5
cln_actionkit__core_transaction,order_id,INT64,6
cln_actionkit__core_transaction,account,STRING,7
cln_actionkit__core_transaction,test_mode,BOOL,8
cln_actionkit__core_transaction,amount,NUMERIC,9
cln_actionkit__core_transaction,amount_converted,NUMERIC,10
cln_actionkit__core_transaction,success,BOOL,11
cln_actionkit__core_transaction,trans_id,STRING,12
cln_actionkit__core_transaction,failure_description,STRING,13
cln_actionkit__core_transaction,failure_code,STRING,14
cln_actionkit__core_transaction,failure_message,STRING,15
cln_actionkit__core_transaction,status,STRING,16
cln_actionkit__core_transaction,currency,STRING,17
cln_actionkit__core_transaction,ref_transaction_id,INT64,18
cln_actionkit__core_transaction,source_schema,STRING,19
cln_actionkit__core_transaction,source_table,STRING,20
cln_actionkit__core_transaction,vendor,STRING,21
cln_actionkit__core_transaction,vendor_unique_transaction_id,STRING,22
cln_actionkit__core_transaction,data_owner_id,INT64,23
cln_actionkit__core_transaction,data_owner_code,STRING,24
cln_actionkit__core_unsubscribeaction,_dbt_source_relation,STRING,1
cln_actionkit__core_unsubscribeaction,action_ptr_id,INT64,2
cln_actionkit__core_unsubscribeaction,source_schema,STRING,3
cln_actionkit__core_unsubscribeaction,source_table,STRING,4
cln_actionkit__core_unsubscribeaction,vendor,STRING,5
cln_actionkit__core_unsubscribeaction,vendor_unique_unsubscribeaction_id,STRING,6
cln_actionkit__core_unsubscribeaction,data_owner_id,INT64,7
cln_actionkit__core_unsubscribeaction,data_owner_code,STRING,8
cln_actionkit__core_user,_dbt_source_relation,STRING,1
cln_actionkit__core_user,user_id,INT64,2
cln_actionkit__core_user,utc_created_at,TIMESTAMP,3
cln_actionkit__core_user,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_user,email_address,STRING,5
cln_actionkit__core_user,prefix_name,STRING,6
cln_actionkit__core_user,first_name,STRING,7
cln_actionkit__core_user,middle_name,STRING,8
cln_actionkit__core_user,last_name,STRING,9
cln_actionkit__core_user,suffix_name,STRING,10
cln_actionkit__core_user,password,STRING,11
cln_actionkit__core_user,subscription_status,STRING,12
cln_actionkit__core_user,is_subscribed,BOOL,13
cln_actionkit__core_user,address_line_1,STRING,14
cln_actionkit__core_user,address_line_2,STRING,15
cln_actionkit__core_user,city,STRING,16
cln_actionkit__core_user,state_code,STRING,17
cln_actionkit__core_user,international_region,STRING,18
cln_actionkit__core_user,international_postal_code,STRING,19
cln_actionkit__core_user,zip_code,STRING,20
cln_actionkit__core_user,plus_four_code,STRING,21
cln_actionkit__core_user,country,STRING,22
cln_actionkit__core_user,user_source,STRING,23
cln_actionkit__core_user,language_id,INT64,24
cln_actionkit__core_user,rand_id,INT64,25
cln_actionkit__core_user,email_domain,STRING,26
cln_actionkit__core_user,source_schema,STRING,27
cln_actionkit__core_user,source_table,STRING,28
cln_actionkit__core_user,vendor,STRING,29
cln_actionkit__core_user,vendor_unique_user_id,STRING,30
cln_actionkit__core_user,data_owner_id,INT64,31
cln_actionkit__core_user,data_owner_code,STRING,32
cln_actionkit__core_user_page_tags,_dbt_source_relation,STRING,1
cln_actionkit__core_user_page_tags,user_id,INT64,2
cln_actionkit__core_user_page_tags,tag_id,INT64,3
cln_actionkit__core_user_page_tags,source_schema,STRING,4
cln_actionkit__core_user_page_tags,source_table,STRING,5
cln_actionkit__core_user_page_tags,vendor,STRING,6
cln_actionkit__core_user_page_tags,vendor_unique_user_page_tag_id,STRING,7
cln_actionkit__core_user_page_tags,data_owner_id,INT64,8
cln_actionkit__core_user_page_tags,data_owner_code,STRING,9
cln_actionkit__core_userfield,_dbt_source_relation,STRING,1
cln_actionkit__core_userfield,id,INT64,2
cln_actionkit__core_userfield,parent_id,INT64,3
cln_actionkit__core_userfield,name,STRING,4
cln_actionkit__core_userfield,value,STRING,5
cln_actionkit__core_userfield,action_id,INT64,6
cln_actionkit__core_userfield,utc_updated_at,TIMESTAMP,7
cln_actionkit__core_userfield,source_schema,STRING,8
cln_actionkit__core_userfield,source_table,STRING,9
cln_actionkit__core_userfield,vendor,STRING,10
cln_actionkit__core_userfield,vendor_unique_userfield_id,STRING,11
cln_actionkit__core_userfield,data_owner_id,INT64,12
cln_actionkit__core_userfield,data_owner_code,STRING,13
cln_actionkit__core_usergeofield,_dbt_source_relation,STRING,1
cln_actionkit__core_usergeofield,id,INT64,2
cln_actionkit__core_usergeofield,utc_created_at,TIMESTAMP,3
cln_actionkit__core_usergeofield,utc_updated_at,TIMESTAMP,4
cln_actionkit__core_usergeofield,user_id,INT64,5
cln_actionkit__core_usergeofield,name,STRING,6
cln_actionkit__core_usergeofield,value,STRING,7
cln_actionkit__core_usergeofield,source_schema,STRING,8
cln_actionkit__core_usergeofield,source_table,STRING,9
cln_actionkit__core_usergeofield,vendor,STRING,10
cln_actionkit__core_usergeofield,vendor_unique_usergeofield_id,STRING,11
cln_actionkit__core_usergeofield,data_owner_id,INT64,12
cln_actionkit__core_usergeofield,data_owner_code,STRING,13
cln_actionkit__core_usermailing,_dbt_source_relation,STRING,1
cln_actionkit__core_usermailing,id,INT64,2
cln_actionkit__core_usermailing,mailing_id,INT64,3
cln_actionkit__core_usermailing,user_id,INT64,4
cln_actionkit__core_usermailing,subject_id,INT64,5
cln_actionkit__core_usermailing,utc_created_at,TIMESTAMP,6
cln_actionkit__core_usermailing,source_schema,STRING,7
cln_actionkit__core_usermailing,source_table,STRING,8
cln_actionkit__core_usermailing,vendor,STRING,9
cln_actionkit__core_usermailing,vendor_unique_usermailing_id,STRING,10
cln_actionkit__core_usermailing,data_owner_id,INT64,11
cln_actionkit__core_usermailing,data_owner_code,STRING,12
cln_actionkit__events_campaign,_dbt_source_relation,STRING,1
cln_actionkit__events_campaign,id,INT64,2
cln_actionkit__events_campaign,utc_created_at,TIMESTAMP,3
cln_actionkit__events_campaign,utc_updated_at,TIMESTAMP,4
cln_actionkit__events_campaign,title,STRING,5
cln_actionkit__events_campaign,name,STRING,6
cln_actionkit__events_campaign,public_create_page,BOOL,7
cln_actionkit__events_campaign,use_title,BOOL,8
cln_actionkit__events_campaign,starts_at,DATETIME,9
cln_actionkit__events_campaign,use_start_date,BOOL,10
cln_actionkit__events_campaign,use_start_time,BOOL,11
cln_actionkit__events_campaign,require_staff_approval,BOOL,12
cln_actionkit__events_campaign,require_email_confirmation,BOOL,13
cln_actionkit__events_campaign,allow_private,BOOL,14
cln_actionkit__events_campaign,max_event_size,INT64,15
cln_actionkit__events_campaign,default_event_size,INT64,16
cln_actionkit__events_campaign,public_search_page,BOOL,17
cln_actionkit__events_campaign,show_title,BOOL,18
cln_actionkit__events_campaign,show_venue,BOOL,19
cln_actionkit__events_campaign,show_address1,BOOL,20
cln_actionkit__events_campaign,show_city,BOOL,21
cln_actionkit__events_campaign,show_state,BOOL,22
cln_actionkit__events_campaign,show_zip,BOOL,23
cln_actionkit__events_campaign,show_public_description,BOOL,24
cln_actionkit__events_campaign,show_directions,BOOL,25
cln_actionkit__events_campaign,show_attendee_count,BOOL,26
cln_actionkit__events_campaign,default_title,STRING,27
cln_actionkit__events_campaign,hidden,BOOL,28
cln_actionkit__events_campaign,show_completed_events,BOOL,29
cln_actionkit__events_campaign,show_full_events,BOOL,30
cln_actionkit__events_campaign,timezone,STRING,31
cln_actionkit__events_campaign,allow_moderation,BOOL,32
cln_actionkit__events_campaign,allow_moderator_edits,BOOL,33
cln_actionkit__events_campaign,show_notes,BOOL,34
cln_actionkit__events_campaign,mode_onsite,BOOL,35
cln_actionkit__events_campaign,mode_local,BOOL,36
cln_actionkit__events_campaign,mode_global,BOOL,37
cln_actionkit__events_campaign,source_schema,STRING,38
cln_actionkit__events_campaign,source_table,STRING,39
cln_actionkit__events_campaign,vendor,STRING,40
cln_actionkit__events_campaign,vendor_unique_events_campaign_id,STRING,41
cln_actionkit__events_campaign,data_owner_id,INT64,42
cln_actionkit__events_campaign,data_owner_code,STRING,43
cln_actionkit__events_event,_dbt_source_relation,STRING,1
cln_actionkit__events_event,id,INT64,2
cln_actionkit__events_event,utc_created_at,TIMESTAMP,3
cln_actionkit__events_event,utc_updated_at,TIMESTAMP,4
cln_actionkit__events_event,address1,STRING,5
cln_actionkit__events_event,address2,STRING,6
cln_actionkit__events_event,city,STRING,7
cln_actionkit__events_event,state,STRING,8
cln_actionkit__events_event,us_district,STRING,9
cln_actionkit__events_event,region,STRING,10
cln_actionkit__events_event,postal,STRING,11
cln_actionkit__events_event,zip,STRING,12
cln_actionkit__events_event,plus4,STRING,13
cln_actionkit__events_event,country,STRING,14
cln_actionkit__events_event,longitude,FLOAT64,15
cln_actionkit__events_event,latitude,FLOAT64,16
cln_actionkit__events_event,campaign_id,INT64,17
cln_actionkit__events_event,title,STRING,18
cln_actionkit__events_event,creator_id,INT64,19
cln_actionkit__events_event,starts_at,DATETIME,20
cln_actionkit__events_event,ends_at,DATETIME,21
cln_actionkit__events_event,status,STRING,22
cln_actionkit__events_event,host_is_confirmed,BOOL,23
cln_actionkit__events_event,is_private,BOOL,24
cln_actionkit__events_event,is_approved,BOOL,25
cln_actionkit__events_event,attendee_count,INT64,26
cln_actionkit__events_event,max_attendees,INT64,27
cln_actionkit__events_event,venue,STRING,28
cln_actionkit__events_event,phone,STRING,29
cln_actionkit__events_event,public_description,STRING,30
cln_actionkit__events_event,directions,STRING,31
cln_actionkit__events_event,note_to_attendees,STRING,32
cln_actionkit__events_event,notes,STRING,33
cln_actionkit__events_event,starts_at_utc,DATETIME,34
cln_actionkit__events_event,ends_at_utc,DATETIME,35
cln_actionkit__events_event,confirmed_at,DATETIME,36
cln_actionkit__events_event,approved_at,DATETIME,37
cln_actionkit__events_event,us_state_senate,STRING,38
cln_actionkit__events_event,us_state_district,STRING,39
cln_actionkit__events_event,merged_to_id,INT64,40
cln_actionkit__events_event,us_county,STRING,41
cln_actionkit__events_event,mode,STRING,42
cln_actionkit__events_event,timezone,STRING,43
cln_actionkit__events_event,source_schema,STRING,44
cln_actionkit__events_event,source_table,STRING,45
cln_actionkit__events_event,vendor,STRING,46
cln_actionkit__events_event,vendor_unique_events_event_id,STRING,47
cln_actionkit__events_event,data_owner_id,INT64,48
cln_actionkit__events_event,data_owner_code,STRING,49
cln_actionkit__events_eventfield,_dbt_source_relation,STRING,1
cln_actionkit__events_eventfield,id,INT64,2
cln_actionkit__events_eventfield,parent_id,INT64,3
cln_actionkit__events_eventfield,name,STRING,4
cln_actionkit__events_eventfield,value,STRING,5
cln_actionkit__events_eventfield,source_schema,STRING,6
cln_actionkit__events_eventfield,source_table,STRING,7
cln_actionkit__events_eventfield,vendor,STRING,8
cln_actionkit__events_eventfield,vendor_unique_events_eventfield_id,STRING,9
cln_actionkit__events_eventfield,data_owner_id,INT64,10
cln_actionkit__events_eventfield,data_owner_code,STRING,11
cln_actionkit__events_eventsignup,_dbt_source_relation,STRING,1
cln_actionkit__events_eventsignup,id,INT64,2
cln_actionkit__events_eventsignup,utc_created_at,TIMESTAMP,3
cln_actionkit__events_eventsignup,utc_updated_at,TIMESTAMP,4
cln_actionkit__events_eventsignup,user_id,INT64,5
cln_actionkit__events_eventsignup,event_id,INT64,6
cln_actionkit__events_eventsignup,role,STRING,7
cln_actionkit__events_eventsignup,status,STRING,8
cln_actionkit__events_eventsignup,page_id,INT64,9
cln_actionkit__events_eventsignup,attended,BOOL,10
cln_actionkit__events_eventsignup,source_schema,STRING,11
cln_actionkit__events_eventsignup,source_table,STRING,12
cln_actionkit__events_eventsignup,vendor,STRING,13
cln_actionkit__events_eventsignup,vendor_unique_events_eventsignup_id,STRING,14
cln_actionkit__events_eventsignup,data_owner_id,INT64,15
cln_actionkit__events_eventsignup,data_owner_code,STRING,16
cln_actionkit__events_eventsignupfield,_dbt_source_relation,STRING,1
cln_actionkit__events_eventsignupfield,id,INT64,2
cln_actionkit__events_eventsignupfield,parent_id,INT64,3
cln_actionkit__events_eventsignupfield,name,STRING,4
cln_actionkit__events_eventsignupfield,value,STRING,5
cln_actionkit__events_eventsignupfield,source_schema,STRING,6
cln_actionkit__events_eventsignupfield,source_table,STRING,7
cln_actionkit__events_eventsignupfield,vendor,STRING,8
cln_actionkit__events_eventsignupfield,vendor_unique_events_eventsignupfield_id,STRING,9
cln_actionkit__events_eventsignupfield,data_owner_id,INT64,10
cln_actionkit__events_eventsignupfield,data_owner_code,STRING,11
cln_actionkit__share_action,_dbt_source_relation,STRING,1
cln_actionkit__share_action,id,INT64,2
cln_actionkit__share_action,utc_created_at,TIMESTAMP,3
cln_actionkit__share_action,utc_updated_at,TIMESTAMP,4
cln_actionkit__share_action,share_id,INT64,5
cln_actionkit__share_action,action_id,INT64,6
cln_actionkit__share_action,source_schema,STRING,7
cln_actionkit__share_action,source_table,STRING,8
cln_actionkit__share_action,vendor,STRING,9
cln_actionkit__share_action,vendor_unique_share_action_id,STRING,10
cln_actionkit__share_action,data_owner_id,INT64,11
cln_actionkit__share_action,data_owner_code,STRING,12
cln_actionkit__share_click,_dbt_source_relation,STRING,1
cln_actionkit__share_click,id,INT64,2
cln_actionkit__share_click,utc_created_at,TIMESTAMP,3
cln_actionkit__share_click,utc_updated_at,TIMESTAMP,4
cln_actionkit__share_click,share_id,INT64,5
cln_actionkit__share_click,page_id,INT64,6
cln_actionkit__share_click,click_id,INT64,7
cln_actionkit__share_click,source_schema,STRING,8
cln_actionkit__share_click,source_table,STRING,9
cln_actionkit__share_click,vendor,STRING,10
cln_actionkit__share_click,vendor_unique_share_click_id,STRING,11
cln_actionkit__share_click,data_owner_id,INT64,12
cln_actionkit__share_click,data_owner_code,STRING,13
cln_actionkit__share_link,_dbt_source_relation,STRING,1
cln_actionkit__share_link,id,INT64,2
cln_actionkit__share_link,utc_created_at,TIMESTAMP,3
cln_actionkit__share_link,utc_updated_at,TIMESTAMP,4
cln_actionkit__share_link,page_id,INT64,5
